ResponseID,IPadd,start,end,duration,compare,bonmor_1,bonmor_2,moral1,shallo1,superf1,compet1,status1,appear1,ineq1,keepup1,fitmor_1,fitmor_2,moral2,shallo2,superf2,compet2,status2,appear2,ineq2,keepup2,houmor_1,houmor_2,moral3,shallo3,superf3,compet3,status3,appear3,ineq3,keepup3,carmor_1,carmor_2,moral4,shallo4,superf4,compet4,status4,appear4,ineq4,keepup4,commor_1,commor_2,moral5,shallo5,superf5,compet5,status5,appear5,ineq5,keepup5,gpamor_1,gpamor_2,moral6,shallo6,superf6,compet6,status6,appear6,ineq6,keepup6,moral,shallo,superf,shal_sup,compet,status,appear,ineq,keepup,filltm ,MIS_I1,MIS_I2,MIS_I3r,MIS_I4r,MIS_I5,MIS_S1,MIS_S2,MIS_S3,MIS_S4,MIS_S5,MIS,MIS_I,MIS_S,compet_1,compet_2,compet_3,compet_4,tr_comp,SCO_1,SCO_2,SCO_3,SCO_4,SCO_5r,SCO_6,SCO_7,SCO_8,SCO_9,SCO_10,SCO_11r,SCO,attn,PIgen,PIsoc,PIfor,PIecon,PIavg,mturkid,age,gender,open,Latitude,Longitude
R_27qDvnTQjb3LmzU,75.55.154.34,10/16/2018 13:25,10/16/2018 13:31,5.749999993,-1,4,2,3,6,6,8,7,6,5,7,4,1,2.5,8,8,5,7,8,5,7,4,2,3,6,7,8,8,7,6,7,3,1,2,7,7,7,8,8,6,7,4,2,3,6,6,6,7,7,5,5,4,4,4,5,5,7,5,6,4,5,2.916666667,6.333333333,6.5,6.416666667,6.833333333,7,7,5.166666667,6.333333333,77.013,4,4,5,4,4,1,2,2,1,2,2.9,4.2,1.6,1,2,1,2,1.5,1,2,3,2,2,2,3,3,3,3,3,2.454545455,0,2,1,2,2,1.666666667,A22KRF782ELLB0,36,1,,36.2947998,-87.47029877
R_RdYorItnhWRS157,108.4.69.26,10/16/2018 13:23,10/16/2018 13:31,7.066666663,-1,5,4,4.5,5,4,6,6,6,5,5,5,6,5.5,6,6,5,6,5,4,5,5,4,4.5,5,6,6,5,5,5,4,6,5,5.5,6,5,5,6,6,6,5,5,6,5.5,7,6,7,7,6,5,6,3,3,3,4,4,5,6,4,4,6,4.75,5.5,5.166666667,5.333333333,5.666666667,6,5.333333333,4.833333333,5.166666667,77.149,4,5,5,4,5,4,5,5,5,5,4.7,4.6,4.8,4,5,4,4,4.25,6,7,5,5,2,6,6,6,7,6,6,5.636363636,0,4,4,4,4,4,A1IP7MXZ9M7KOF,30,2,,37.51330566,-77.56459808
R_3kvQNzTXtn5cgpc,97.89.178.50,10/16/2018 13:24,10/16/2018 13:31,6.666666664,-1,7,6,6.5,7,8,7,7,8,6,7,6,7,6.5,7,8,7,8,7,6,7,6,7,6.5,7,8,7,7,8,6,7,6,7,6.5,7,8,8,7,8,6,7,6,7,6.5,7,8,7,8,7,6,7,7,6,6.5,6,8,7,8,7,6,7,6.5,6.833333333,8,7.416666667,7.166666667,7.5,7.5,6,7,77.106,4,5,1,2,4,4,4,5,5,5,3.9,3.2,4.6,4,5,4,5,4.5,7,6,6,6,1,6,6,7,6,7,2,5.454545455,1,6,7,6,7,6.666666667,A1HQNSC7VSEAPD,58,1,,35.48370361,-80.9897995
R_BF0lEoUat7uRhHr,74.69.231.52,10/16/2018 13:24,10/16/2018 13:31,6.816666657,-1,1,1,1,7,7,7,7,7,1,7,4,2,3,8,8,1,7,8,5,7,1,5,3,6,6,6,7,7,4,7,3,1,2,7,7,7,8,8,4,7,3,3,3,5,5,5,6,7,4,6,5,3,4,5,5,7,5,6,5,6,2.666666667,6.333333333,6.333333333,6.333333333,5.5,6.666666667,7.166666667,3.833333333,6.666666667,77.013,5,5,5,1,5,2,4,2,3,5,3.7,4.2,3.2,1,4,1,1,1.75,6,5,6,3,3,6,7,6,6,6,5,5.363636364,0,1,1,1,1,1,A1H2DOSN5SFN7A,47,2,,42.96270752,-72.29550171
R_uqNhvMZRNdfspUZ,70.188.166.96,10/16/2018 13:24,10/16/2018 13:31,6.5,-1,5,5,5,6,5,5,6,6,5,5,5,3,4,5,4,5,5,6,4,4,4,5,4.5,5,5,6,4,5,5,5,5,3,4,4,5,5,6,6,6,5,5,4,4.5,4,5,6,6,6,4,3,6,4,5,6,5,5,6,5,5,4,4.5,5,4.833333333,4.916666667,5.333333333,5.5,5.666666667,4.833333333,4.333333333,77.044,4,3,4,3,3,3,4,3,3,2,3.2,3.4,3,3,4,3,4,3.5,5,4,5,3,4,4,4,4,5,4,3,4.090909091,0,2,2,2,2,2,A2Z1MREGAU55RX,26,1,,41.71409607,-71.39009857
R_3mfLmWa6E5tCDDZ,73.62.249.227,10/16/2018 13:24,10/16/2018 13:31,6.816666668,-1,4,4,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,4,4,5,3,4,5,5,5,5,5,3,3,3,3,3,7,7,7,7,7,4,6,1,1,1,8,8,8,8,8,7,7,6,6,6,7,7,7,7,7,6,6,3.666666667,6.166666667,6.166666667,6.166666667,6.166666667,6.166666667,6.166666667,4.666666667,5.166666667,77.014,3,4,1,3,3,3,3,3,3,3,2.9,2.8,3,2,2,2,2,2,2,2,4,2,2,4,3,2,4,4,4,3,0,2,2,2,2,2,A2RREI7Z5EVR2X,39,1,,45.00959778,-93.3423996
R_1LZNE8Wsh2NILn3,50.109.196.121,10/16/2018 13:24,10/16/2018 13:31,6.983333331,-1,4,5,4.5,4,4,5,4,5,4,4,3,2,2.5,7,7,6,7,8,6,7,4,4,4,6,6,6,5,7,5,5,4,3,3.5,6,6,7,7,7,5,6,4,4,4,6,6,6,7,7,4,5,4,4,4,5,5,6,5,5,4,5,3.75,5.666666667,5.666666667,5.666666667,6,5.833333333,6.5,4.666666667,5.333333333,77.011,4,5,5,4,5,3,3,1,1,2,3.3,4.6,2,4,4,3,4,3.75,4,4,4,3,3,4,6,5,5,5,4,4.272727273,0,2,1,3,3,2.333333333,A3IDPT97BOSXGO,52,1,,41.70159912,-112.1812973
R_1jcWp4Sa7dMgRiF,173.80.93.63,10/16/2018 13:24,10/16/2018 13:31,6.583333332,1,6,6,6,5,6,5,6,5,2,4,5,3,4,6,6,5,6,8,2,6,6,5,5.5,4,6,5,7,7,2,5,5,5,5,6,6,6,7,7,2,6,5,5,5,5,4,4,4,4,2,3,6,6,6,4,4,7,6,6,2,3,5.25,5,5.333333333,5.166666667,5.333333333,6,6.166666667,2,4.5,77.209,5,5,5,5,5,3,4,4,4,4,4.4,5,3.8,2,4,4,4,3.5,2,6,3,6,5,6,5,6,6,6,6,5.181818182,0,5,6,5,5,5.333333333,A340GED9S6SFCK,28,2,,37.81640625,-81.23290253
R_3kNwuXVXTyklLAm,24.250.10.163,10/16/2018 13:25,10/16/2018 13:31,5.999999999,-1,6,6,6,1,1,8,8,8,1,7,6,6,6,3,3,8,8,8,1,7,5,5,5,3,3,8,8,8,2,7,5,5,5,3,3,8,8,8,2,7,6,6,6,1,1,7,7,8,1,7,7,7,7,1,1,7,6,8,1,7,5.833333333,2,2,2,7.666666667,7.5,8,1.333333333,7,77.079,5,5,5,5,5,5,4,4,5,4,4.7,5,4.4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,0,3,3,3,3,3,A2S3SV1LQTKJ8K,28,1,None,41.79660034,-72.52919769
R_1ff3w37fTuOi5T7,213.205.194.40,10/16/2018 13:25,10/16/2018 13:31,6.199999993,-1,4,1,2.5,8,8,8,8,8,6,7,4,2,3,8,8,8,8,8,6,7,4,3,3.5,7,7,8,8,8,5,7,4,2,3,8,8,8,8,8,6,7,4,3,3.5,6,8,5,8,8,4,7,4,3,3.5,6,6,8,8,7,5,7,3.166666667,7.166666667,7.5,7.333333333,7.5,8,7.833333333,5.333333333,7,77.007,5,5,5,5,5,2,2,2,1,1,3.3,5,1.6,4,2,3,3,3,2,3,3,2,3,3,6,6,2,6,5,3.727272727,0,1,1,1,1,1,A3UN1F1EOHKKE6,37,1,,50.91670227,-1.333297729
R_2VPanicbgiHRl4H,104.129.131.167,10/16/2018 13:24,10/16/2018 13:31,6.383333327,-1,6,6,6,6,7,7,7,7,4,6,5,6,5.5,6,7,7,7,7,5,6,6,5,5.5,6,7,6,7,7,6,6,6,6,6,7,8,7,7,7,6,6,6,7,6.5,6,7,7,7,7,6,6,6,5,5.5,6,7,7,7,7,6,6,5.833333333,6.166666667,7.166666667,6.666666667,6.833333333,7,7,5.5,6,77.007,4,4,2,2,4,4,4,4,4,5,3.7,3.2,4.2,4,5,4,4,4.25,6,7,6,6,2,6,5,7,6,6,3,5.454545455,0,6,7,6,6,6.333333333,A3AVPUZLM5CP4Y,32,1,GOOD,33.0249939,-96.73970032
R_2AYIKPGUNoyVHMB,66.142.195.201,10/16/2018 13:26,10/16/2018 13:31,4.949999994,1,6,4,5,3,3,8,8,8,4,5,6,6,6,1,1,8,6,8,1,7,7,7,7,1,1,7,7,8,1,7,7,7,7,1,1,7,7,7,2,5,7,7,7,1,1,5,6,7,2,7,6,6,6,1,1,5,4,4,1,7,6.333333333,1.333333333,1.333333333,1.333333333,6.666666667,6.333333333,7,1.833333333,6.333333333,77.087,5,5,5,5,5,3,4,4,5,4,4.5,5,4,5,5,5,5,5,5,7,6,7,7,6,6,6,7,5,7,6.272727273,0,6,6,6,6,6,A2M45YGLOWMO4N,41,1,,34.77999878,-96.69239807
R_1rv9UkrDSI8dLmv,24.188.134.115,10/16/2018 13:25,10/16/2018 13:31,6.250000005,-1,3,3,3,7,7,7,7,7,5,7,3,3,3,7,7,7,7,7,5,7,4,4,4,7,7,7,7,7,5,7,3,3,3,7,7,7,7,7,5,7,4,4,4,7,7,7,7,7,5,7,4,4,4,7,7,7,7,7,5,7,3.5,7,7,7,7,7,7,5,7,77.117,5,4,5,5,5,4,3,3,4,3,4.1,4.8,3.4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,5,5.090909091,0,5,5,5,5,5,AGE36DZJPJD7C,41,2,,40.80070496,-72.79060364
R_1nZqA4ZMBG0ILXh,107.178.131.91,10/16/2018 13:25,10/16/2018 13:31,6.06666667,1,6,7,6.5,7,6,8,7,6,6,7,6,5,5.5,6,5,7,6,8,5,6,5,6,5.5,6,8,7,5,6,5,4,6,7,6.5,8,7,8,7,8,7,6,5,6,5.5,5,6,5,7,6,4,5,5,6,5.5,7,6,7,5,6,5,6,5.833333333,6.5,6.333333333,6.416666667,7,6.166666667,6.666666667,5.333333333,5.666666667,77.188,3,4,2,2,5,5,5,4,3,3,3.6,3.2,4,4,4,5,5,4.5,5,6,7,6,5,4,5,5,5,4,1,4.818181818,0,6,7,4,6,5.666666667,APDLAHQ15XYD,47,1,Very well survey,37.75100708,-97.8219986
R_3ExPzS2QXcK9uA1,32.210.42.248,10/16/2018 13:24,10/16/2018 13:31,7.400000001,-1,5,5,5,3,3,7,7,6,2,6,5,5,5,3,3,6,6,7,1,6,4,4,4,3,3,7,7,8,1,6,4,3,3.5,4,4,7,7,8,1,7,4,4,4,3,3,5,5,5,1,5,4,4,4,1,1,8,7,6,1,7,4.25,2.833333333,2.833333333,2.833333333,6.666666667,6.5,6.666666667,1.166666667,6.166666667,77.624,5,4,5,5,5,3,4,3,3,3,4,4.8,3.2,5,5,5,5,5,6,6,6,5,6,6,6,6,6,6,6,5.909090909,0,2,2,4,3,3,ALDWVFR4I0V2D,28,1,,41.36199951,-72.93609619
R_1oi5GrY7s0SyG2K,173.211.16.126,10/16/2018 13:26,10/16/2018 13:31,4.683333338,1,6,7,6.5,6,8,6,8,7,7,6,7,6,6.5,7,8,6,7,8,6,7,6,7,6.5,7,7,5,8,8,6,6,6,7,6.5,7,6,6,8,6,6,6,7,7,7,6,6,7,5,7,5,5,7,6,6.5,8,7,6,8,7,7,5,6.583333333,6.833333333,7,6.916666667,6,7.333333333,7.166666667,6.166666667,5.833333333,77.038,4,4,3,3,5,3,5,3,3,5,3.8,3.8,3.8,4,3,4,5,4,7,5,5,6,2,6,5,7,6,5,1,5,0,6,7,6,6,6.333333333,ALVYYB3MI30NS,28,2,nill,32.29350281,-90.18669891
R_1lzxvEq6aHzEkGH,73.230.121.97,10/16/2018 13:23,10/16/2018 13:31,7.550000005,-1,4,3,3.5,6,6,8,6,8,4,7,4,4,4,5,5,5,5,6,4,5,4,4,4,5,5,5,5,5,4,4,4,3,3.5,6,6,7,7,8,4,7,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,6,5,6,4,5,3.833333333,5.333333333,5.333333333,5.333333333,6,5.5,6.333333333,4,5.333333333,77.006,5,5,5,5,5,1,5,1,1,5,3.8,5,2.6,1,1,2,4,2,1,1,7,2,5,1,7,7,1,7,7,4.181818182,0,5,4,6,6,5.333333333,A18SXC3JEN1O0U,59,1,,40.78489685,-77.84700012
R_W8rMvLv52f4UU7L,24.96.234.72,10/16/2018 13:24,10/16/2018 13:31,6.90000001,1,4,3,3.5,5,5,6,5,6,4,4,4,4,4,6,6,6,6,6,5,5,4,4,4,6,5,5,6,6,5,5,4,4,4,6,5,6,6,6,5,5,4,4,4,5,5,5,5,5,4,4,5,5,5,3,3,5,3,4,4,3,4.083333333,5.166666667,4.833333333,5,5.5,5.166666667,5.5,4.5,4.333333333,77.007,4,4,5,1,5,3,3,4,3,4,3.6,3.8,3.4,3,4,2,3,3,3,3,4,3,3,3,5,5,5,5,4,3.909090909,0,5,5,5,5,5,A2TKHXY755FAM,43,2,,28.02839661,-82.77940369
R_2B9yqQZue8x6AFj,146.244.236.114,10/16/2018 13:24,10/16/2018 13:31,6.633333333,1,5,4,4.5,4,4,4,4,4,4,4,6,5,5.5,5,5,5,5,7,2,3,6,6,6,3,3,3,3,6,2,2,6,6,6,3,6,3,6,7,1,1,6,6,6,1,1,1,1,5,2,3,7,7,7,1,1,7,3,1,1,1,5.833333333,2.833333333,3.333333333,3.083333333,3.833333333,3.666666667,5,2,2.333333333,77.02,4,5,5,4,3,3,4,3,4,4,3.9,4.2,3.6,4,4,3,4,3.75,1,5,6,2,4,5,6,4,4,6,6,4.454545455,0,1,1,1,1,1,ANC4V17MV7C9T,18,1,,32.77510071,-117.0762024
R_3DdMkPS3VtT1Qmr,76.174.192.221,10/16/2018 13:24,10/16/2018 13:31,6.766666666,-1,4,4,4,1,1,5,5,5,4,4,4,4,4,7,7,8,7,8,4,7,4,4,4,5,5,5,5,5,4,6,4,4,4,7,7,8,6,8,4,7,4,4,4,5,5,5,5,5,4,4,4,4,4,5,6,8,5,5,4,6,4,5,5.166666667,5.083333333,6.5,5.5,6,4,5.666666667,77.063,3,3,5,5,3,3,5,4,4,5,4,3.8,4.2,4,4,5,5,4.5,2,4,2,1,3,2,6,4,3,5,5,3.363636364,0,4,5,4,2,3.666666667,AUT1MH3OQ6T1,26,1,,34.11320496,-117.3771057
R_30oTqLouCvbx9vr,49.205.105.3,10/16/2018 13:27,10/16/2018 13:31,4.30000001,1,6,5,5.5,7,6,5,4,5,3,5,6,5,5.5,6,5,4,5,6,4,4,4,6,5,7,5,4,5,6,4,5,6,4,5,5,4,6,5,6,4,4,6,5,5.5,6,5,4,4,5,5,5,6,4,5,4,5,6,7,7,4,5,5.25,5.833333333,5,5.416666667,4.833333333,5,5.833333333,4,4.666666667,78.799,3,4,2,2,3,4,3,3,4,4,3.2,2.8,3.6,4,3,4,3,3.5,6,5,4,5,4,5,5,5,4,5,4,4.727272727,0,5,6,4,6,5.333333333,A7ASRIUC9OYC9,28,1,,10.99249268,76.96139526
R_2pR09yXy9bxtp3K,73.217.45.149,10/16/2018 13:24,10/16/2018 13:31,7.383333331,1,6,6,6,3,3,7,7,4,2,5,4,4,4,6,6,6,6,7,3,5,4,4,4,5,5,6,6,6,4,5,3,3,3,7,7,7,6,7,3,6,5,5,5,4,4,5,4,4,2,4,7,7,7,1,1,7,3,3,1,5,4.833333333,4.333333333,4.333333333,4.333333333,6.333333333,5.333333333,5.166666667,2.5,5,77.019,4,4,5,4,4,2,3,4,4,4,3.8,4.2,3.4,4,4,4,4,4,5,4,5,6,3,6,5,6,5,5,4,4.909090909,0,1,1,1,1,1,A2RRM4UUPSTUKF,27,1,,39.73129272,-104.9692001
R_stbxNrYzgCEfVvP,49.205.104.240,10/16/2018 13:24,10/16/2018 13:31,6.833333328,1,6,4,5,5,6,4,6,4,5,6,5,4,4.5,5,7,4,6,5,6,4,6,3,4.5,3,6,4,6,5,6,5,6,4,5,4,6,5,7,5,6,5,6,4,5,4,6,4,6,5,5,4,4,6,5,4,7,5,4,6,5,4,4.833333333,4.166666667,6.333333333,5.25,4.333333333,5.833333333,5,5.5,4.666666667,79.433,4,5,1,4,2,4,4,1,3,4,3.2,3.2,3.2,4,4,3,2,3.25,5,5,5,2,4,5,3,4,4,3,5,4.090909091,0,5,4,3,5,4,A1D5KFUJ8BFRB0,30,1,good,10.99249268,76.96139526
R_2y33eGTwNUF8w4P,104.235.124.39,10/16/2018 13:25,10/16/2018 13:31,6.533333331,-1,4,4,4,7,7,8,7,7,6,6,3,3,3,7,7,7,7,7,5,6,3,3,3,7,7,7,7,7,3,6,3,3,3,7,7,7,7,7,2,6,3,3,3,6,6,6,6,6,4,5,3,3,3,6,6,6,6,6,3,5,3.166666667,6.666666667,6.666666667,6.666666667,6.833333333,6.666666667,6.666666667,3.833333333,5.666666667,77.015,5,5,5,5,5,3,4,4,4,4,4.4,5,3.8,2,4,2,4,3,5,3,5,2,3,3,5,6,3,5,5,4.090909091,0,6,5,6,6,5.666666667,A1ZKHIYE8I3OCB,47,2,,41.98950195,-89.29810333
R_zd7N1humIpnh4mR,24.55.112.97,10/16/2018 13:24,10/16/2018 13:31,7.650000007,-1,4,4,4,5,5,6,6,6,2,5,4,4,4,6,6,6,6,7,2,6,6,6,6,3,3,3,3,3,2,3,3,3,3,7,7,5,7,7,2,7,6,6,6,1,1,1,1,1,1,1,7,7,7,1,1,8,1,1,1,7,5,3.833333333,3.833333333,3.833333333,4.833333333,4,4.166666667,1.666666667,4.833333333,77.112,4,4,5,2,4,4,4,4,4,3,3.8,3.8,3.8,2,2,2,4,2.5,4,4,5,4,4,4,6,5,4,4,3,4.272727273,0,2,2,2,3,2.333333333,A2XJKUAF3WMT8W,52,1,,18.46629333,-66.10569763
R_vYK31xlW7niNxux,107.221.23.148,10/16/2018 13:24,10/16/2018 13:31,7.233333337,-1,4,4,4,5,5,5,5,5,3,3,4,3,3.5,6,6,6,6,7,4,7,5,5,5,4,5,6,5,5,4,5,4,3,3.5,6,7,7,8,7,4,6,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,8,4,3,4,6,4,4.333333333,4.666666667,4.5,6,5.333333333,5.333333333,3.833333333,5.166666667,77.081,5,5,5,5,5,1,3,3,3,2,3.7,5,2.4,2,5,3,4,3.5,1,3,2,1,1,2,5,4,3,2,3,2.454545455,0,1,1,4,1,2,ACX6PW2PNRT2C,41,2,none,30.46009827,-89.08860016
R_5tDPbJkwVMQHyYF,67.227.105.22,10/16/2018 13:25,10/16/2018 13:31,5.966666668,-1,4,5,4.5,6,4,5,6,4,5,6,5,5,5,6,4,5,3,4,4,6,6,4,5,5,4,6,5,4,6,5,6,5,5.5,5,4,4,3,5,6,5,3,5,4,5,3,4,6,5,6,5,4,6,5,6,4,5,4,3,6,5,4.833333333,5.5,3.833333333,4.666666667,4.833333333,4.5,4.166666667,5.5,5.333333333,77.104,4,3,3,2,4,5,4,3,3,4,3.5,3.2,3.8,4,5,4,3,4,5,3,5,6,4,6,5,4,4,6,4,4.727272727,0,5,5,3,6,4.666666667,A2WNVOR5TS7IJ3,51,2,No Comments,41.16679382,-73.21630096
R_pGEF5m8HlydOWrL,75.110.236.173,10/16/2018 13:25,10/16/2018 13:32,6.666666664,1,4,4,4,1,1,8,1,1,1,7,7,4,5.5,1,5,3,6,8,7,7,7,4,5.5,1,5,3,6,7,1,7,6,4,5,1,4,3,4,6,1,5,6,4,5,1,4,3,1,1,1,3,7,4,5.5,1,1,4,1,1,1,3,5.083333333,1,3.333333333,2.166666667,4,3.166666667,4,2,5.333333333,77.185,5,5,5,5,5,3,4,4,3,3,4.2,5,3.4,4,2,4,4,3.5,1,3,4,1,1,2,6,7,5,6,5,3.727272727,0,4,1,4,5,3.333333333,A1OU8F92A7M3MR,54,2,,35.58050537,-77.01270294
R_1kU2xtMVSqOllLI,108.187.204.141,10/16/2018 13:25,10/16/2018 13:32,6.850000009,-1,6,5,5.5,5,6,7,8,7,6,5,6,5,5.5,5,6,7,8,7,6,6,6,5,5.5,5,6,7,8,7,6,5,5,6,5.5,5,6,7,8,7,5,6,5,4,4.5,5,6,7,8,7,6,5,6,5,5.5,5,6,7,8,7,5,4,5.333333333,5,6,5.5,7,8,7,5.666666667,5.166666667,77.105,4,3,3,2,4,3,3,4,3,3,3.2,3.2,3.2,4,4,3,5,4,4,3,5,6,6,5,5,4,2,4,7,4.636363636,0,5,6,5,5,5.333333333,AJ2Q569UUZUN2,64,1,,37.75100708,-97.8219986
R_2z5Socp3XGKdw9t,216.107.34.201,10/16/2018 13:24,10/16/2018 13:32,7.149999995,-1,7,6,6.5,7,8,7,8,6,6,6,7,6,6.5,8,7,8,6,7,6,7,7,6,6.5,7,8,6,7,8,6,5,6,7,6.5,6,7,8,7,8,6,7,7,6,6.5,7,6,8,7,8,7,6,6,7,6.5,7,8,6,7,8,6,7,6.5,7,7.333333333,7.166666667,7.166666667,7,7.5,6.166666667,6.333333333,77.138,4,4,1,2,5,4,4,4,4,5,3.7,3.2,4.2,5,4,4,5,4.5,5,5,6,6,3,7,6,6,7,7,2,5.454545455,1,6,5,6,7,6,AFEL74X320SX4,34,1,nothing,40.75300598,-75.30619812
R_1lgISIieWQaPx4P,108.187.189.70,10/16/2018 13:26,10/16/2018 13:32,5.250000001,1,5,5,5,5,7,6,4,5,5,4,7,5,6,4,5,6,5,4,5,4,6,7,6.5,4,5,6,5,4,5,4,6,5,5.5,4,5,6,5,4,5,4,5,4,4.5,4,5,6,5,4,4,5,6,5,5.5,4,5,6,5,4,5,4,5.5,4.166666667,5.333333333,4.75,6,4.833333333,4.166666667,4.833333333,4.166666667,77.027,3,4,2,3,3,4,4,3,4,3,3.3,3,3.6,3,4,5,2,3.5,4,5,4,4,3,4,4,5,5,4,5,4.272727273,1,5,4,5,4,4.333333333,A31GBEJ7KZKFSK,31,1,,34.19650269,-118.8188019
R_rjOr75JtULasxqN,12.218.182.74,10/16/2018 13:24,10/16/2018 13:32,7.866666662,1,4,4,4,1,1,1,1,1,1,4,4,7,5.5,6,6,5,8,8,1,7,4,4,4,1,1,1,1,3,1,4,4,4,4,1,1,1,5,1,1,4,4,4,4,1,1,1,6,1,1,3,4,4,4,1,1,1,6,1,1,1,4.25,1.833333333,1.833333333,1.833333333,1.666666667,4.5,2.5,1,3.833333333,77.11,5,4,5,5,5,1,1,1,1,1,2.9,4.8,1,4,5,4,4,4.25,5,7,5,6,1,6,5,7,6,6,3,5.181818182,0,4,3,4,5,4,A2E2UARVOVDR9Y,34,1,,27.78959656,-80.59960175
R_3KUaJtDVNFocOQY,35.132.166.226,10/16/2018 13:26,10/16/2018 13:32,5.683333331,1,7,2,4.5,6,7,7,7,5,7,5,6,6,6,6,8,8,6,8,4,7,6,6,6,8,8,6,8,7,7,7,6,7,6.5,5,8,6,7,7,6,6,6,5,5.5,6,5,8,6,5,6,5,5,5,5,5,8,6,6,4,6,2,5.583333333,6,7.333333333,6.666666667,6.833333333,6.666666667,6,6,5.333333333,77.012,5,3,2,1,3,5,3,2,2,4,3,2.8,3.2,4,5,2,2,3.25,6,5,5,4,5,3,2,2,4,5,4,4.090909091,0,6,4,4,3,3.666666667,A11UBOE8N877JJ,23,2,Thank you for the opportunity to participate in this study!,44.12130737,-124.0023041
R_DUFzaPC19WynKIp,172.58.70.191,10/16/2018 13:26,10/16/2018 13:32,5.2,-1,6,6,6,6,6,7,7,7,6,6,6,5,5.5,5,6,5,5,5,6,6,6,6,6,6,6,7,7,7,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6.083333333,5.833333333,6,5.916666667,6.333333333,6.333333333,6.333333333,6,6,77.057,3,3,2,3,4,3,4,4,4,4,3.4,3,3.8,4,4,4,4,4,5,5,4,5,4,5,5,5,4,5,3,4.545454545,0,6,6,6,6,6,A2NBBQ3DKW5MV3,37,1,,35.46760559,-97.5164032
R_9XomS2avanuVrMt,173.94.44.251,10/16/2018 13:25,10/16/2018 13:32,6.583333332,1,7,7,7,5,5,7,6,5,1,5,5,6,5.5,7,7,8,7,8,5,7,4,5,4.5,7,7,8,8,8,6,7,5,5,5,8,8,8,8,8,5,7,6,7,6.5,3,3,6,4,3,7,3,7,7,7,1,1,8,6,4,7,1,5.916666667,5.166666667,5.166666667,5.166666667,7.5,6.5,6,5.166666667,5,77.041,5,5,5,5,5,3,4,4,4,5,4.5,5,4,5,5,5,5,5,6,7,7,5,2,7,7,5,7,6,7,6,0,2,2,1,2,1.666666667,A258DUZQTRIEK0,45,2,,36.11650085,-80.08309937
R_1pyz6nvwy1t45PM,76.237.90.47,10/16/2018 13:23,10/16/2018 13:32,8.250000001,1,7,2,4.5,1,1,6,3,1,2,4,7,3,5,4,4,4,6,6,5,5,5,3,4,5,5,6,6,6,5,5,5,3,4,6,6,6,6,6,6,6,6,5,5.5,3,3,3,3,4,4,4,7,5,6,3,3,6,3,3,5,5,4.833333333,3.666666667,3.666666667,3.666666667,5.166666667,4.5,4.333333333,4.5,4.833333333,77.109,4,5,5,2,5,4,4,4,4,4,4.1,4.2,4,4,3,2,4,3.25,5,5,5,3,4,5,6,5,5,5,5,4.818181818,0,5,2,5,6,4.333333333,A1B84JJ7ATWVJA,49,1,,33.08560181,-96.6115036
R_1dLagOL2uu9RjS1,73.187.47.196,10/16/2018 13:25,10/16/2018 13:32,6.91666667,1,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,77.076,4,3,4,3,3,3,3,2,3,3,3.1,3.4,2.8,1,3,1,1,1.5,4,4,3,6,5,6,4,4,4,5,5,4.545454545,0,1,1,1,1,1,A49A0FF6ZXYDU,51,2,,40.21220398,-77.02649689
R_32UVhDV20cq1E53,42.109.136.167,10/16/2018 13:24,10/16/2018 13:32,7.916666663,1,6,6,6,6,7,8,7,6,6,7,4,6,5,5,7,6,5,4,6,7,6,3,4.5,6,7,8,7,5,5,4,3,6,4.5,5,4,7,5,4,6,4,6,5,5.5,6,5,7,4,6,6,5,3,6,4.5,4,6,8,6,4,7,6,5,5.333333333,6,5.666666667,7.333333333,5.666666667,4.833333333,6,5.5,77.014,4,5,2,2,4,5,2,4,3,3,3.4,3.4,3.4,2,4,4,2,3,6,4,6,4,6,2,6,5,5,3,6,4.818181818,0,4,6,6,3,5,A1AMH44YRAN88L,59,2,good,11.1000061,77.3500061
R_CaCnrGg1sdifsL7,162.248.134.210,10/16/2018 13:28,10/16/2018 13:32,4.316666659,1,4,4,4,5,6,5,6,5,5,5,4,5,4.5,5,5,6,5,6,5,6,4,4,4,5,6,5,6,6,5,6,5,5,5,5,6,5,6,5,5,5,4,5,4.5,5,6,5,6,6,5,5,5,4,4.5,5,6,5,6,6,5,5,4.416666667,5,5.833333333,5.416666667,5.166666667,5.833333333,5.666666667,5,5.333333333,77.189,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3.25,5,5,5,4,4,4,4,5,4,5,4,4.454545455,0,4,5,4,5,4.666666667,AM5MVCQ1HMWYH,40,1,note,37.75100708,-97.8219986
